,eye_lashes,eye_lid,chin_length,eyebrow_weight,eyebrow_shape,eyebrow_thickness,face_shape,facial_hair,hair,eye_color,face_color,hair_color,glasses,glasses_color,eye_slant,eyebrow_width,eye_eyebrow_distance,image_name
286,0,1,1,1,0,1,4,14,58,3,7,7,11,4,1,0,0,cs10042460642593759623.png
287,0,0,1,1,10,1,5,14,4,0,7,5,11,3,2,1,2,cs10042689587789372138.png
288,1,0,2,1,10,3,4,9,8,1,10,3,7,4,2,2,1,cs10042983584559666749.png
289,1,0,0,1,4,0,6,0,63,0,5,3,11,5,1,0,0,cs10043269362572916563.png
290,1,1,2,1,10,2,0,2,59,0,2,3,8,2,1,2,2,cs1004353148346888455.png
291,0,0,1,0,6,3,0,8,86,3,0,3,11,2,2,1,1,cs10044002801078706117.png
292,1,1,2,0,6,3,6,14,84,3,2,4,11,2,2,0,1,cs10044323831080334884.png
293,1,0,2,0,9,1,1,4,4,0,6,6,2,5,1,0,0,cs100444304289930325.png
294,0,0,2,1,3,0,0,0,22,2,8,6,1,0,2,2,2,cs1004449912995190740.png
295,1,1,0,0,6,3,0,14,85,3,4,4,11,2,0,2,2,cs10044527878266873275.png
296,0,0,1,1,1,2,2,14,18,0,7,4,11,4,2,2,0,cs10044689288256638235.png
297,0,1,2,0,6,0,3,14,50,0,10,0,11,0,0,1,2,cs10044711661362581498.png
298,1,1,2,0,7,0,4,14,8,1,9,8,11,6,1,2,1,cs10044755816554601218.png
299,1,0,1,0,2,0,5,9,91,3,2,7,11,6,0,1,1,cs1004491533180972118.png
300,1,0,1,1,9,3,6,14,39,2,3,7,11,1,1,1,2,cs10044973578839471257.png
301,0,1,0,0,4,3,4,11,2,0,9,3,5,3,1,2,0,cs10045364902493676420.png
302,0,1,2,0,5,2,0,11,22,3,0,2,11,5,2,2,0,cs10045405905082110887.png
303,0,1,0,1,4,0,2,5,40,4,9,1,11,3,2,0,0,cs1004553637958108283.png
304,0,0,0,1,8,2,3,14,50,1,1,8,5,3,2,2,2,cs10045623127380081228.png
305,0,0,1,1,10,0,5,4,12,2,6,7,11,4,1,0,0,cs10045859494389722532.png
306,0,0,2,0,10,1,3,2,37,4,2,8,3,6,2,2,0,cs10045884643428880178.png
307,0,1,1,1,2,3,2,13,62,4,6,1,6,0,1,1,2,cs10045963636450488779.png
308,1,0,1,1,8,0,4,2,34,0,4,8,11,0,1,0,1,cs10046892863896118967.png
309,0,0,1,0,13,0,1,14,60,1,4,8,11,0,0,2,1,cs10047004624848543793.png
310,1,0,1,0,10,2,6,7,93,4,5,4,8,1,1,2,1,cs1004711383974618576.png
311,0,0,0,1,6,0,6,10,50,1,0,9,11,3,0,1,0,cs10047489809781346776.png
312,1,1,1,0,4,2,4,14,61,0,9,4,11,2,2,1,1,cs10047565238606497600.png
313,0,0,2,1,4,1,4,1,33,2,1,9,10,0,1,2,2,cs10047743190177418365.png
314,0,0,1,0,1,1,4,14,87,1,3,9,2,4,0,0,2,cs10047839680157143112.png
315,1,1,1,0,1,0,6,0,109,0,7,3,11,0,2,1,2,cs1004786365993619546.png
316,1,1,1,0,0,2,2,14,44,1,8,7,7,2,0,0,0,cs10048523215390239490.png
317,1,0,1,1,13,2,6,11,6,2,7,3,11,0,2,2,1,cs10048581883262355772.png
318,0,0,2,1,3,0,6,2,47,2,7,8,10,2,1,2,0,cs10048608309244389171.png
319,0,1,0,0,1,2,0,14,17,0,7,2,10,4,2,0,1,cs10048615615103690015.png
320,0,1,0,1,9,1,6,14,42,0,2,5,5,0,2,1,2,cs10048688729226492640.png
321,0,0,2,0,3,2,2,14,51,0,9,0,11,2,1,0,2,cs10048700013465801645.png
322,0,1,1,0,6,0,6,14,94,0,2,1,11,5,2,0,1,cs10048708510558068198.png
323,0,0,2,1,2,3,1,14,98,1,3,4,4,0,1,1,0,cs10048735896631611486.png
324,0,0,2,0,2,3,5,0,21,3,0,1,11,0,2,0,0,cs10048745867858475840.png
325,1,0,0,1,8,2,2,12,40,2,4,2,0,6,2,0,0,cs10048781296260741618.png
326,0,1,0,1,3,1,6,14,24,0,0,3,11,5,1,2,1,cs10048809766808342512.png
327,1,0,2,1,3,0,1,0,110,4,0,4,11,5,1,0,2,cs10048811907393193648.png
328,1,1,0,0,3,1,2,14,68,4,10,6,11,3,0,0,1,cs10048936762865148027.png
329,0,1,2,1,1,0,5,13,1,4,8,5,11,2,2,1,0,cs10049077670137861506.png
330,0,0,2,0,4,0,4,7,84,1,2,5,11,6,0,0,1,cs10049269771651428464.png
331,1,1,1,0,13,3,6,13,45,3,0,3,11,0,0,2,1,cs10049673873111740539.png
332,0,1,1,0,1,0,5,14,7,3,6,8,6,0,2,2,2,cs10049824596350475671.png
333,0,1,2,1,5,1,4,1,61,2,7,5,6,1,2,0,2,cs10049909086450838937.png
334,0,1,2,1,12,0,4,1,110,3,9,2,7,3,2,1,1,cs10049918139196674770.png
335,1,1,0,1,12,2,4,14,26,2,2,8,11,1,1,1,0,cs10050011401534699960.png
336,0,0,1,1,4,1,2,1,61,1,1,0,11,2,2,0,0,cs10050086195629761360.png
337,0,1,1,1,5,2,6,14,82,4,1,1,11,0,1,2,0,cs10050214982582811423.png
338,0,1,2,1,0,2,2,5,12,0,4,2,11,3,0,1,1,cs1005038206838195846.png
339,0,0,0,1,5,2,1,14,72,4,0,6,5,6,1,0,0,cs1005044352483481195.png
340,0,1,0,1,0,3,5,4,54,0,9,4,5,2,2,0,2,cs10050725123217064727.png
341,0,1,0,1,1,3,3,14,49,0,9,1,11,3,0,0,1,cs10050794648142482707.png
342,0,1,1,1,2,0,5,13,61,3,9,1,11,3,0,1,2,cs1005095494731389396.png
343,1,0,1,1,11,3,0,8,47,0,2,6,11,0,0,0,2,cs10051007610826647015.png
344,0,0,1,1,5,2,0,14,54,2,7,6,0,1,2,1,1,cs10051092731244549058.png
345,1,1,0,1,9,1,0,14,103,1,7,4,11,1,1,2,1,cs10051252161199264462.png
346,0,1,0,1,3,0,0,5,17,4,9,1,4,2,1,1,0,cs10051255585725317762.png
347,0,1,2,0,13,2,1,14,40,0,7,1,11,2,2,1,0,cs10051281092872188830.png
348,1,0,0,0,10,0,3,9,105,1,0,0,11,1,2,1,2,cs10051533431690338152.png
349,1,1,1,0,2,0,2,14,9,2,5,8,11,5,0,1,1,cs10051728074597051923.png
350,0,1,0,1,9,2,6,14,108,0,4,8,11,6,1,1,1,cs10051882212487609318.png
351,1,0,2,1,0,3,0,14,74,2,0,4,0,1,0,0,0,cs10052010257399412429.png
352,1,1,0,1,4,3,4,5,104,0,5,1,5,3,2,1,2,cs10052087298009214106.png
353,0,0,2,0,8,0,3,14,11,3,1,3,4,4,2,2,1,cs10052093564703779290.png
354,0,0,0,0,12,1,0,4,10,3,2,5,2,0,1,1,0,cs10052121876663311429.png
355,1,1,2,1,8,0,4,14,90,2,3,6,1,2,1,0,2,cs10052235956790101085.png
356,1,0,1,0,5,3,0,6,27,4,5,4,11,5,1,1,0,cs10052469178687042463.png
357,1,0,2,0,4,0,2,14,30,2,2,8,11,1,2,1,2,cs10052561228354853937.png
358,0,0,0,0,13,0,6,5,42,1,6,2,11,1,2,2,2,cs10052847777631991407.png
359,1,0,0,0,0,0,2,14,106,1,9,8,11,4,2,2,1,cs10052872198740641938.png
360,0,1,0,0,0,0,5,9,77,4,3,9,11,2,0,1,1,cs10053218852733547362.png
361,1,1,1,0,12,2,2,14,64,2,2,2,11,3,1,1,2,cs10053530777238481818.png
362,0,1,0,1,8,3,4,14,46,0,2,4,11,6,2,2,1,cs10053584490197742694.png
363,0,1,1,0,9,1,6,4,27,4,6,8,1,5,2,1,0,cs10053673188679852358.png
364,1,1,0,0,7,3,0,1,28,0,10,6,11,1,1,0,2,cs10053695741001362781.png
365,1,0,2,1,8,0,5,5,109,3,3,5,11,4,2,2,0,cs10054041655224050719.png
366,0,0,0,0,7,2,6,1,46,4,8,1,3,3,1,1,0,cs10054075661404048201.png
367,1,0,1,1,7,0,6,14,27,3,6,0,11,0,0,2,2,cs10054204858811864838.png
368,1,0,0,0,8,3,3,5,47,3,7,2,0,5,0,0,0,cs10054207029437486712.png
369,0,0,0,0,7,1,5,14,7,0,7,2,1,1,2,2,2,cs10054217136631573698.png
370,1,1,0,1,5,1,0,2,48,2,1,7,3,2,2,1,0,cs10054311098940743445.png
371,1,1,1,0,0,1,6,14,36,3,3,6,11,4,1,1,1,cs10054463285176832318.png
372,0,0,0,1,10,1,6,12,102,1,8,6,9,3,2,1,2,cs10054482570790624758.png
373,0,0,0,1,9,1,3,1,99,1,8,0,11,5,0,1,0,cs10054535827884133622.png
374,0,0,0,0,10,1,6,14,2,1,6,4,7,3,0,0,2,cs10054672110103788875.png
375,1,1,0,0,13,2,3,4,79,0,10,8,11,4,2,1,1,cs10054723958151621891.png
376,0,0,1,0,2,1,4,14,109,2,10,7,11,2,2,2,1,cs10054793373727171177.png
377,1,0,1,1,3,0,4,14,34,4,4,2,10,3,1,2,1,cs10054877907532156233.png
378,1,1,1,0,6,2,0,14,30,4,3,5,11,3,0,1,1,cs10055084037892353601.png
379,0,1,1,0,10,0,3,14,19,3,1,5,3,5,2,1,2,cs10055266401091686255.png
380,0,1,0,0,2,3,6,14,65,1,1,0,11,5,2,0,2,cs10055272094473588437.png
381,0,1,1,0,13,2,2,14,86,4,9,1,5,5,1,2,0,cs10055281957609255058.png
382,0,0,2,0,4,1,0,5,34,0,7,5,11,4,1,1,2,cs10055365446626624347.png
383,0,0,1,1,9,1,1,10,18,3,0,8,5,6,2,1,0,cs10055550493307006800.png
384,0,1,1,1,11,0,3,5,9,2,0,5,11,3,0,1,2,cs10055720180800964073.png
385,1,1,1,0,9,0,4,12,92,3,7,2,10,6,2,2,2,cs10055788684985398821.png
386,1,1,1,1,3,1,2,14,105,3,6,6,8,0,1,2,1,cs10055919131009398679.png
387,1,0,2,0,10,3,4,14,70,4,6,4,11,0,1,2,1,cs10056477280181303905.png
388,0,1,2,1,0,1,5,12,110,3,2,1,0,2,0,0,2,cs10056562285196450503.png
389,0,0,2,1,9,1,5,11,50,0,2,9,6,3,1,1,0,cs10056584431470859647.png
390,1,1,1,0,0,1,6,14,56,3,3,5,2,2,2,0,0,cs1005718377399004218.png
391,1,0,0,1,11,3,4,14,96,0,5,4,3,0,1,2,2,cs10057399424987661776.png
392,1,0,2,0,3,2,3,14,50,3,5,9,1,6,2,2,2,cs10057558761733417725.png
393,0,0,2,0,2,1,4,6,22,1,9,1,11,2,0,1,1,cs10057795106203418881.png
394,1,1,2,1,7,3,1,14,69,3,2,9,11,5,2,1,0,cs10057810017819967079.png
395,0,1,2,1,0,0,5,13,100,4,1,9,2,2,0,0,2,cs10058025190759086735.png
396,1,0,2,0,13,2,1,5,21,1,6,8,11,2,0,1,1,cs10058385193858779387.png
397,0,1,0,0,9,0,3,14,62,4,6,7,11,6,1,1,0,cs10058571460564207664.png
398,1,1,1,1,4,3,5,14,30,2,9,4,11,0,0,1,1,cs10059548803325392524.png
399,0,1,0,0,0,2,3,14,31,3,9,8,2,3,0,1,1,cs10059686576172014583.png
400,0,1,0,0,4,1,2,14,94,0,10,6,11,0,2,0,0,cs1005976990778421470.png
401,0,0,0,1,1,2,6,14,78,4,0,0,11,6,2,1,1,cs10060139404301092434.png
402,0,0,1,0,0,3,6,14,109,4,8,1,9,3,1,1,2,cs10060270557218318139.png
403,0,0,1,1,9,3,2,10,79,4,0,8,11,4,0,1,0,cs10060275412840006346.png
404,0,0,0,0,6,3,6,14,53,0,5,4,11,4,0,1,1,cs10060415508852673959.png
405,0,1,2,0,2,1,3,8,11,4,8,2,10,5,2,0,2,cs10060526093000925506.png
406,0,1,1,1,2,1,5,12,28,1,3,7,8,1,2,1,2,cs10060564046917671868.png
407,0,0,2,1,12,1,6,13,51,0,10,7,0,5,1,0,2,cs10061181325394639209.png
408,1,1,1,1,1,1,4,14,70,2,8,8,0,3,1,1,1,cs1006125155546367771.png
409,0,0,1,0,13,1,0,2,101,4,8,2,9,0,1,2,2,cs10061306112228752871.png
410,0,1,2,1,9,0,5,14,55,4,10,0,11,3,1,1,0,cs10061416743289791329.png
411,1,1,0,1,7,1,5,14,26,1,4,9,11,5,1,0,1,cs10061514511607519767.png
412,0,1,1,1,8,2,3,14,108,0,9,7,11,0,1,2,0,cs10061581043563512268.png
413,0,1,0,0,2,2,3,2,79,0,7,3,11,3,0,2,0,cs10061594374461093508.png
414,0,0,2,0,0,2,3,6,39,0,3,8,11,3,2,0,1,cs10061681757792521896.png
415,0,1,1,0,13,3,1,5,55,4,7,1,11,4,2,1,0,cs10061723951346609394.png
416,0,1,1,1,13,2,5,1,29,0,4,6,10,0,2,2,2,cs10061772171530405726.png
417,1,1,2,0,13,2,6,14,42,3,1,9,11,2,2,2,0,cs10061936496988576948.png
418,0,0,0,0,3,2,3,13,17,3,7,5,5,0,2,0,0,cs10061983940298445233.png
419,1,1,2,1,9,1,6,0,7,2,0,5,11,4,1,2,2,cs10062030166490586075.png
420,1,1,2,1,4,2,4,14,107,0,2,0,7,1,1,1,2,cs10062399834460238682.png
421,0,1,1,0,6,1,4,7,49,1,9,6,0,4,0,2,1,cs10062491558417780269.png
422,1,0,2,1,4,3,1,14,29,4,2,7,10,3,1,1,0,cs1006257874704815052.png
423,1,1,2,1,1,3,3,14,30,0,7,3,4,5,2,1,1,cs10062756248066637308.png
424,1,1,0,1,9,2,4,13,84,0,2,1,11,6,0,0,0,cs10062808705178013094.png
425,1,1,1,0,0,1,5,14,64,3,7,8,11,3,0,1,2,cs10062855331567374662.png
426,1,1,2,0,2,0,3,12,2,0,0,3,11,0,2,0,0,cs10062979120241804335.png
427,0,0,2,0,4,2,3,14,23,2,5,1,11,6,1,1,1,cs100630750052269087.png
428,1,0,1,1,11,0,5,2,66,0,3,9,11,0,0,2,1,cs10063350855922454670.png
429,0,0,2,1,5,3,1,14,63,1,3,9,8,6,0,0,1,cs10063591586457319038.png
430,1,0,0,0,10,2,1,14,30,3,2,1,11,3,1,1,1,cs10063708893463771014.png
431,0,1,2,0,3,2,3,13,58,3,9,8,11,2,0,1,2,cs10063750956471616859.png
432,1,0,2,1,9,2,4,7,54,0,9,1,11,0,1,0,0,cs10063876942093355818.png
433,0,0,0,1,1,1,3,8,13,3,1,1,11,6,0,2,1,cs10063881345496186620.png
434,0,1,0,0,13,2,4,14,86,3,5,1,2,3,2,0,2,cs10063902894336098213.png
435,1,1,2,1,0,2,4,14,64,0,7,4,11,6,0,1,0,cs10063927567983476693.png
436,0,0,1,1,10,1,3,5,47,0,7,3,2,2,0,2,2,cs10064119489032575516.png
437,0,0,0,0,2,1,4,14,33,1,6,8,11,0,1,1,2,cs10064156675709075008.png
438,1,1,2,1,1,1,1,14,22,4,8,7,0,6,2,1,0,cs1006422022766821140.png
439,0,0,1,1,1,0,6,10,16,2,5,5,11,4,1,2,2,cs10064315303052430071.png
440,1,0,0,0,11,1,5,14,85,1,3,8,11,3,2,1,0,cs10064867048711884467.png
441,0,0,2,1,1,1,6,14,85,1,5,6,11,1,0,1,2,cs10064928901801961723.png
442,1,0,0,0,3,0,6,3,3,1,10,0,6,2,2,2,1,cs10065037725457689328.png
443,0,1,2,0,3,1,0,14,25,0,3,6,7,0,0,0,1,cs10065091550503944940.png
444,0,0,0,1,2,0,2,3,32,3,5,3,7,5,0,0,0,cs10065197235784861270.png
445,1,0,1,0,9,3,6,9,56,1,9,1,11,4,2,1,2,cs10065562261982688680.png
446,1,1,1,0,5,1,4,8,3,1,2,2,1,3,0,0,2,cs10065885263567772551.png
447,0,0,2,1,1,2,1,13,69,1,4,4,11,2,2,0,0,cs10065971400066847574.png
448,0,1,1,1,9,2,6,14,10,3,10,7,11,4,0,2,0,cs10066061788052667362.png
449,1,0,2,1,8,2,2,11,69,2,6,1,4,0,0,0,1,cs10066639948922692145.png
450,1,0,1,0,0,3,5,12,61,2,10,1,9,1,1,0,1,cs10066746385172123341.png
451,1,1,2,1,4,1,2,14,9,3,9,5,11,5,1,2,1,cs10066999833169925099.png
452,0,0,2,0,12,2,0,13,2,4,4,1,11,2,0,0,2,cs10067000965060291976.png
453,1,1,2,0,3,1,4,11,23,1,9,3,6,2,2,0,1,cs10067249199987831945.png
454,0,1,0,1,9,0,4,11,59,1,0,9,6,1,1,1,2,cs10067368640951778539.png
455,0,1,0,0,0,1,0,14,89,3,6,8,5,4,0,2,1,cs10067523414842638931.png
456,0,0,1,1,11,1,4,0,96,4,7,0,11,6,1,1,1,cs1006774940948692727.png
457,0,1,0,0,11,3,2,14,57,0,10,0,11,2,1,2,0,cs10067944270018821599.png
458,0,1,1,1,7,2,5,4,52,3,4,6,0,1,1,0,1,cs10068255699686064851.png
459,0,0,2,1,6,1,0,6,61,4,6,4,9,0,0,1,2,cs10068259353135740112.png
460,1,1,0,0,1,2,1,14,76,4,4,2,11,4,1,0,0,cs10068268769808018793.png
461,1,1,2,1,0,1,4,14,80,3,3,6,11,1,2,2,2,cs1006841043556357570.png
462,1,0,2,1,4,1,0,14,30,2,4,8,10,5,0,1,1,cs10068514620949853999.png
463,0,1,2,1,1,2,6,14,23,2,4,2,1,5,1,1,2,cs10068754346360010256.png
464,0,1,0,0,7,1,0,14,23,2,10,3,11,1,1,0,0,cs10069002659887564441.png
465,1,1,2,0,12,1,5,7,53,2,4,5,11,3,1,0,0,cs10069111138833911647.png
466,1,0,1,0,6,2,1,10,55,4,3,1,11,3,2,1,2,cs10069174832677153208.png
467,1,0,2,0,12,3,1,14,22,2,0,5,11,6,2,0,2,cs10069235709102693802.png
468,1,0,0,0,8,0,0,14,80,1,10,8,11,1,1,2,1,cs10069344062777979628.png
469,0,1,2,0,1,0,2,9,55,1,8,8,10,2,0,0,2,cs10069673568625732350.png
470,0,1,1,1,0,1,3,2,34,4,10,3,11,1,0,0,1,cs10069785536846298292.png
471,0,0,0,0,2,1,0,12,5,1,3,8,0,1,1,0,0,cs10069824126635169462.png
472,1,0,0,0,12,1,0,11,52,3,4,3,11,1,1,2,1,cs10070088332346920601.png
473,0,1,1,1,2,0,2,14,80,1,4,6,11,4,2,0,0,cs10070108021077191636.png
474,1,0,1,1,10,1,0,14,54,2,7,3,2,6,2,1,1,cs10070264633714113507.png
475,0,1,0,1,5,2,1,3,97,1,4,2,1,1,1,1,0,cs10070350021541690164.png
476,0,0,2,0,8,1,1,14,31,0,0,0,11,1,2,0,2,cs10070401878332705828.png
477,1,1,2,0,13,0,2,14,7,2,6,2,10,0,0,0,0,cs10070642177488236703.png
478,1,0,0,0,8,1,1,14,36,1,5,4,11,3,1,0,2,cs10070791046363340736.png
479,0,1,2,0,3,1,3,14,99,2,9,3,4,1,2,0,0,cs10070807416678782530.png
480,0,0,0,0,6,0,6,14,19,3,3,0,0,0,1,0,2,cs10070996057000174100.png
481,0,1,2,0,7,3,1,10,105,2,6,2,11,4,1,1,0,cs10071007630318911040.png
482,0,1,2,1,9,0,1,1,91,3,7,8,11,2,0,2,1,cs10071007819870208737.png
483,1,1,2,0,13,0,6,14,7,0,0,7,8,6,0,1,2,cs10071541499682739130.png
484,0,0,1,1,12,2,3,14,110,4,0,7,2,5,0,2,0,cs10071925668492250079.png
485,0,1,0,0,4,1,2,10,70,0,2,4,3,4,0,0,2,cs10072055587047419068.png
486,1,0,0,1,2,3,2,1,107,3,4,0,11,4,1,0,2,cs10073175813406486752.png
487,0,0,1,0,2,2,3,14,41,0,1,0,3,6,2,1,2,cs10073499968249027613.png
488,1,0,1,0,4,2,6,14,67,3,3,5,7,4,1,2,2,cs1007381166450168827.png
489,1,1,1,1,9,2,4,14,90,0,8,3,1,0,0,2,1,cs10073872129919170315.png
490,0,1,1,1,4,1,2,14,28,4,2,9,2,1,1,2,1,cs10073896979893304994.png
491,1,0,0,0,12,2,1,4,66,2,8,5,3,5,2,1,1,cs10074257825414818018.png
492,1,0,1,0,10,0,1,14,30,1,2,2,11,5,0,0,2,cs10074392666266219820.png
493,0,0,2,0,2,0,2,14,61,4,1,4,11,5,1,1,0,cs10074528822893979369.png
494,0,0,1,1,11,2,4,14,74,3,8,9,11,1,0,1,2,cs10074622616564307223.png
495,0,1,2,1,1,3,2,9,92,1,1,8,11,2,1,0,2,cs10074671235791208227.png
496,0,1,0,0,12,3,2,7,84,2,2,0,11,3,1,1,0,cs10074799223283233615.png
497,1,1,2,1,9,0,4,14,110,4,4,9,11,2,0,2,2,cs10074903523668009391.png
498,0,0,0,0,12,3,2,14,37,4,3,9,10,2,1,1,0,cs10074983657622372271.png
499,0,1,0,0,0,0,5,14,104,3,2,3,10,4,0,2,2,cs10075099901414771801.png
500,1,1,2,0,13,0,5,0,35,4,3,8,7,6,0,2,1,cs10075114810657636752.png
501,0,1,0,1,9,3,1,12,69,2,8,5,11,0,2,0,0,cs10075132488744122871.png
502,0,1,2,0,10,3,0,14,79,1,1,4,4,5,0,1,1,cs10075495458895706550.png
503,1,0,2,0,7,0,5,12,25,1,1,9,10,1,1,0,2,cs10075671975253945355.png
504,1,1,2,1,9,1,3,14,55,3,4,8,11,2,2,1,2,cs10075742761644634536.png
505,1,0,2,1,13,2,5,14,88,2,4,8,11,3,1,0,0,cs10075805254121093901.png
506,0,0,0,0,6,3,5,14,21,0,10,5,10,5,0,2,1,cs1007592202230585847.png
507,0,1,2,0,1,1,2,14,33,3,0,6,10,1,2,1,2,cs10076054060860242829.png
508,0,0,2,1,7,3,3,1,95,0,9,1,1,1,0,0,1,cs10076161658415295158.png
509,1,1,1,1,1,0,0,14,23,3,5,8,1,2,0,0,2,cs10076735229198178046.png
510,1,1,1,1,3,3,5,14,109,2,3,5,4,6,0,1,1,cs10076760109297548217.png
511,1,0,2,0,7,0,6,14,94,1,0,1,11,4,0,0,0,cs1007680228424637520.png
512,1,1,1,0,5,0,6,14,41,0,1,3,1,0,2,2,1,cs1007689036577283221.png
513,1,1,1,0,0,3,6,14,15,4,2,4,3,4,0,1,2,cs10076986417840825567.png
514,0,1,2,0,8,3,3,14,59,2,2,4,11,1,2,1,0,cs10077297242556236135.png
515,0,1,1,0,9,3,0,3,79,0,8,3,3,1,0,1,2,cs10077361922932618653.png
516,0,1,0,1,7,2,5,5,110,0,2,3,2,3,2,1,1,cs10077366936687350054.png
517,0,1,1,1,12,0,2,1,58,3,2,7,8,3,2,0,0,cs10077506302357146484.png
518,0,1,1,0,7,0,0,0,14,1,0,7,11,0,0,0,2,cs10077520290135579028.png
519,0,1,0,1,8,2,3,10,103,1,6,5,11,0,0,2,2,cs10077525565830932816.png
520,0,0,0,0,3,2,2,14,10,0,5,7,11,3,2,0,0,cs10077548894897844892.png
521,1,1,2,0,1,1,2,14,95,0,7,8,0,6,1,0,0,cs10077680508509705993.png
522,1,1,1,0,4,1,3,14,89,2,4,6,8,4,0,2,2,cs10077719826081289854.png
523,1,1,1,0,1,0,3,14,94,2,9,4,10,1,0,2,1,cs10077883596731658248.png
524,0,1,0,0,8,2,6,14,4,1,4,9,11,1,0,2,1,cs10078078819892766910.png
525,0,1,1,0,0,2,6,14,77,4,3,3,9,5,2,1,1,cs10078096402878151754.png
526,0,0,2,1,9,1,5,7,27,0,10,4,11,0,0,1,0,cs10078422411196417815.png
527,0,0,1,1,6,3,1,13,69,2,4,5,11,1,2,0,2,cs10078529182304864997.png
528,0,1,0,0,7,3,2,14,50,0,4,1,11,3,0,0,2,cs10078612411259702056.png
529,0,0,2,1,8,3,2,4,37,0,5,0,11,3,1,0,1,cs10078823905902082694.png
530,1,1,1,1,8,0,4,14,14,1,1,5,8,1,1,1,1,cs10078869417572207699.png
531,1,1,1,0,4,1,4,14,93,3,3,6,0,0,0,2,1,cs10079684875850162371.png
532,1,0,0,0,2,0,5,14,26,0,10,6,11,6,2,1,1,cs10079700672279953124.png
533,1,1,2,1,11,1,2,10,12,3,5,9,11,3,2,1,1,cs10079945681767281620.png
534,0,1,0,1,8,1,0,2,57,3,6,9,11,0,0,2,0,cs10079951767023594126.png
535,0,1,2,0,7,3,3,14,18,0,2,5,3,6,2,2,1,cs10080521119119999686.png
536,0,1,2,0,8,0,5,14,75,0,10,0,6,2,2,1,0,cs10080599741322681344.png
537,0,1,2,0,7,1,6,14,94,3,8,0,2,4,2,0,0,cs10080640731856853541.png
538,1,0,0,0,11,0,2,14,56,0,0,5,3,3,1,0,1,cs10080766408475304729.png
539,0,1,2,0,3,0,4,12,13,2,3,6,11,3,0,0,0,cs10080838230450189544.png
540,0,1,1,0,2,3,6,8,107,1,3,5,11,4,2,0,0,cs10081057058223355773.png
541,0,1,2,1,9,0,5,11,65,3,3,7,11,5,0,2,1,cs10081164979815156736.png
542,1,1,0,0,1,3,6,10,55,1,9,3,1,2,0,2,1,cs10081569100941891019.png
543,0,1,1,0,6,0,5,12,6,3,10,1,6,6,0,0,0,cs10081606581416910717.png
544,0,1,0,1,4,2,3,2,78,2,4,1,5,6,0,2,1,cs10081743199099927175.png
545,0,1,2,0,0,1,3,10,8,3,10,6,8,2,0,0,1,cs10081860161166264414.png
546,0,0,2,1,10,1,1,14,18,2,1,8,9,3,1,1,2,cs10081949649046644798.png
547,0,1,0,0,13,2,0,14,92,3,7,9,9,6,1,1,2,cs10081980954979484272.png
548,0,1,0,1,4,1,3,14,41,3,5,8,6,3,2,2,0,cs10082016160619161964.png
549,0,1,1,0,13,3,3,13,109,0,6,4,10,5,1,0,1,cs10082057008869060727.png
550,0,0,1,0,12,1,4,3,60,2,3,0,11,3,1,0,0,cs10082057025255841485.png
551,0,1,2,1,9,2,2,14,23,1,2,8,11,3,1,0,2,cs10082252770859656394.png
552,0,1,0,1,2,1,1,14,1,1,10,1,11,2,0,0,1,cs1008248739233837707.png
553,1,0,2,0,13,1,2,14,54,0,3,0,11,2,1,0,1,cs10082586159467000735.png
554,0,0,1,1,2,2,3,14,76,0,9,0,6,5,2,0,2,cs10082701714144039905.png
555,1,1,0,0,8,1,1,14,109,0,4,8,0,2,2,1,2,cs1008276811896881365.png
556,0,1,1,0,10,2,2,14,96,1,7,6,11,6,1,1,0,cs10082876336138442347.png
557,0,0,0,0,2,2,6,14,62,2,3,1,11,2,1,2,2,cs10082884009209175232.png
558,0,1,1,1,12,3,4,14,88,2,6,6,11,5,1,2,1,cs10082888920975501877.png
559,0,0,1,0,9,0,6,0,13,1,2,2,3,4,1,1,0,cs10082991262646136176.png
560,1,0,0,1,6,2,5,5,78,3,9,2,0,4,2,1,1,cs10083025401686003874.png
561,1,1,1,1,10,2,6,2,39,3,9,4,11,2,1,1,1,cs10083247653304112648.png
562,0,0,1,0,7,0,1,9,36,2,0,0,11,6,2,1,1,cs10083308051789914418.png
563,0,0,2,0,1,3,3,14,20,1,5,0,11,1,0,2,2,cs10083368084215304193.png
564,1,1,2,1,3,1,2,9,74,2,5,7,1,4,1,1,0,cs1008390152393455283.png
565,1,0,0,0,10,3,2,12,70,1,8,7,11,3,2,1,2,cs10084186516772539329.png
566,1,1,1,0,9,3,2,4,56,2,5,1,8,0,0,2,1,cs10084217406776902872.png
567,1,1,1,1,7,1,2,14,69,1,6,5,11,4,2,2,1,cs10084439903335793307.png
568,0,0,2,0,6,2,1,12,45,1,9,8,7,4,0,1,2,cs10084777441557518123.png
569,1,0,0,1,10,0,0,5,34,1,2,6,11,3,1,0,2,cs10084828815790488176.png
570,1,1,0,1,3,1,3,14,10,2,8,0,11,1,1,1,2,cs10084864227771315123.png
571,0,0,2,0,1,3,4,14,1,1,1,4,11,5,2,0,2,cs10085009543297868021.png
572,0,1,0,1,0,1,4,0,60,4,4,7,11,3,0,2,1,cs1008511162926380344.png
573,1,0,1,1,9,3,1,12,37,1,3,0,11,4,2,1,0,cs10085180112641765096.png
574,1,0,1,1,0,1,6,12,25,4,1,9,11,6,2,0,0,cs10085722208876295467.png
